exp_label,turn_index,tenant_id,group_label,blocking_ms,input_tokens,prefix_hit_tokens,computation_tokens,prefill_ms,first_token_ts,queued_ts,scheduled_ts,batch_size_filtered,batch_total_computation_tokens,batch_total_input_tokens,batch_estimated_prefill_rounds_ratio,batch_first_token_spread_ms,time_from_batch_first_token_ms
exp1,1,14,Group1,0.3801,50.0,48.0,2.0,361.8876120017376,72874.478940762,72874.116673033,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,22,Group2,0.2938,47.0,32.0,15.0,361.8876120017376,72874.478940762,72874.116759395,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,10,Group1,0.2769,50.0,48.0,2.0,361.8876120017376,72874.478940762,72874.116776206,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,20,Group2,0.086,47.0,32.0,15.0,361.8876120017376,72874.478940762,72874.116967104,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,28,Group2,0.1892,586.0,0.0,586.0,361.8876120017376,72874.478940762,72874.116863999,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,7,Group1,0.4696,50.0,0.0,50.0,361.8876120017376,72874.478940762,72874.1165835,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,5,Group1,0.0177,69.0,0.0,69.0,361.8876120017376,72874.478940762,72874.117035483,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,6,Group1,0.0476,840.0,0.0,840.0,231.47081800561864,72874.116327619,72873.884809206,72873.884856801,32,3620.0,5540.0,0.44189453125,362.61314299190417,0.0
exp1,1,1,Group1,0.5488,636.0,0.0,636.0,361.8876120017376,72874.478940762,72874.116504353,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,9,Group1,0.3989,50.0,48.0,2.0,361.8876120017376,72874.478940762,72874.116654253,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,2,Group1,0.3282,840.0,832.0,8.0,361.8876120017376,72874.478940762,72874.116724924,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,4,Group1,0.5069,243.0,0.0,243.0,361.8876120017376,72874.478940762,72874.116546205,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,16,Group1,0.2082,47.0,32.0,15.0,361.8876120017376,72874.478940762,72874.11684492,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,12,Group1,0.3109,50.0,48.0,2.0,361.8876120017376,72874.478940762,72874.116742203,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,13,Group1,0.1373,50.0,48.0,2.0,361.8876120017376,72874.478940762,72874.116915807,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,8,Group1,0.4167,50.0,48.0,2.0,361.8876120017376,72874.478940762,72874.116636485,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,3,Group1,0.1718,243.0,240.0,3.0,361.8876120017376,72874.478940762,72874.116881399,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,15,Group1,0.1545,49.0,48.0,1.0,361.8876120017376,72874.478940762,72874.116898683,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,27,Group2,0.1203,905.0,0.0,905.0,361.8876120017376,72874.478940762,72874.116932842,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,21,Group2,0.2253,47.0,32.0,15.0,361.8876120017376,72874.478940762,72874.116827816,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,1,19,Group2,0.3625,47.0,32.0,15.0,361.8876120017376,72874.478940762,72874.116690676,72874.11705315,32,3620.0,5540.0,0.44189453125,362.61314299190417,362.61314299190417
exp1,2,14,Group1,0.4239,2240.0,48.0,2192.0,7102.8744600043865,73054.519977278,73047.416678951,73047.417102818,17,27940.0,31156.0,3.41064453125,11898.139694996644,7103.4670310036745
exp1,2,27,Group2,0.0369,1736.0,896.0,840.0,3238.3888869953807,73049.901348699,73046.66292291,73046.662959812,17,27940.0,31156.0,3.41064453125,11898.139694996644,2484.838452000986
exp1,2,25,Group2,0.0148,613.0,48.0,565.0,3238.3888869953807,73049.901348699,73046.662945062,73046.662959812,17,27940.0,31156.0,3.41064453125,11898.139694996644,2484.838452000986
exp1,2,30,Group2,0.3619,811.0,48.0,763.0,7102.8744600043865,73054.519977278,73047.41674092,73047.417102818,17,27940.0,31156.0,3.41064453125,11898.139694996644,7103.4670310036745
exp1,2,23,Group2,0.3818,613.0,48.0,565.0,7102.8744600043865,73054.519977278,73047.416720993,73047.417102818,17,27940.0,31156.0,3.41064453125,11898.139694996644,7103.4670310036745
exp1,2,5,Group1,0.0341,2367.0,64.0,2303.0,787.5461780058686,73047.416510247,73046.628929956,73046.628964069,17,27940.0,31156.0,3.41064453125,11898.139694996644,0.0
exp1,2,13,Group1,0.0293,2240.0,48.0,2192.0,3238.3888869953807,73049.901348699,73046.662930531,73046.662959812,17,27940.0,31156.0,3.41064453125,11898.139694996644,2484.838452000986
exp1,2,4,Group1,0.3113,2549.0,240.0,2309.0,7102.8744600043865,73054.519977278,73047.416791528,73047.417102818,17,27940.0,31156.0,3.41064453125,11898.139694996644,7103.4670310036745
exp1,2,6,Group1,0.0078,2922.0,832.0,2090.0,3238.3888869953807,73049.901348699,73046.66295205,73046.662959812,17,27940.0,31156.0,3.41064453125,11898.139694996644,2484.838452000986
exp1,2,15,Group1,0.2948,2239.0,48.0,2191.0,7102.8744600043865,73054.519977278,73047.416807971,73047.417102818,17,27940.0,31156.0,3.41064453125,11898.139694996644,7103.4670310036745
exp1,2,16,Group1,0.022,2149.0,48.0,2101.0,3238.3888869953807,73049.901348699,73046.662937779,73046.662959812,17,27940.0,31156.0,3.41064453125,11898.139694996644,2484.838452000986
exp1,2,1,Group1,0.2616,2731.0,624.0,2107.0,11897.547123997356,73059.314649942,73047.416841238,73047.417102818,17,27940.0,31156.0,3.41064453125,11898.139694996644,11898.139694996644
exp1,2,10,Group1,0.3282,2240.0,48.0,2192.0,7102.8744600043865,73054.519977278,73047.4167746,73047.417102818,17,27940.0,31156.0,3.41064453125,11898.139694996644,7103.4670310036745
exp1,2,11,Group1,0.4002,2240.0,48.0,2192.0,7102.8744600043865,73054.519977278,73047.416702621,73047.417102818,17,27940.0,31156.0,3.41064453125,11898.139694996644,7103.4670310036745
exp1,2,8,Group1,0.345,2240.0,48.0,2192.0,7102.8744600043865,73054.519977278,73047.416757768,73047.417102818,17,27940.0,31156.0,3.41064453125,11898.139694996644,7103.4670310036745
exp1,2,18,Group2,0.278,613.0,48.0,565.0,7102.8744600043865,73054.519977278,73047.41682481,73047.417102818,17,27940.0,31156.0,3.41064453125,11898.139694996644,7103.4670310036745
exp1,2,24,Group2,0.0483,613.0,32.0,581.0,3238.3888869953807,73049.901348699,73046.662911528,73046.662959812,17,27940.0,31156.0,3.41064453125,11898.139694996644,2484.838452000986
exp1,3,14,Group1,0.3182,4554.0,2240.0,2314.0,10044.01651500666,73303.74258169,73293.698247015,73293.698565175,19,27135.0,56431.0,3.3123779296875,28200.199900005828,10044.542578005348
exp1,3,24,Group2,0.0481,1269.0,608.0,661.0,290.0193060049787,73293.698039112,73293.407971739,73293.408019806,19,27135.0,56431.0,3.3123779296875,28200.199900005828,0.0
exp1,3,22,Group2,0.245,1270.0,608.0,662.0,10044.01651500666,73303.74258169,73293.698320193,73293.698565175,19,27135.0,56431.0,3.3123779296875,28200.199900005828,10044.542578005348
exp1,3,6,Group1,0.1527,5103.0,2912.0,2191.0,10044.01651500666,73303.74258169,73293.698412467,73293.698565175,19,27135.0,56431.0,3.3123779296875,28200.199900005828,10044.542578005348
exp1,3,30,Group2,0.2622,1571.0,800.0,771.0,10044.01651500666,73303.74258169,73293.698302929,73293.698565175,19,27135.0,56431.0,3.3123779296875,28200.199900005828,10044.542578005348
exp1,3,27,Group2,0.1697,2257.0,1728.0,529.0,10044.01651500666,73303.74258169,73293.698395491,73293.698565175,19,27135.0,56431.0,3.3123779296875,28200.199900005828,10044.542578005348
exp1,3,12,Group1,0.3424,4553.0,2224.0,2329.0,10044.01651500666,73303.74258169,73293.698222811,73293.698565175,19,27135.0,56431.0,3.3123779296875,28200.199900005828,10044.542578005348
exp1,3,31,Group2,0.0079,1572.0,800.0,772.0,646.8679199897451,73294.082814717,73293.43593889,73293.435946797,19,27135.0,56431.0,3.3123779296875,28200.199900005828,384.7756049945019
exp1,3,26,Group2,0.2988,1269.0,608.0,661.0,10044.01651500666,73303.74258169,73293.698266387,73293.698565175,19,27135.0,56431.0,3.3123779296875,28200.199900005828,10044.542578005348
exp1,3,21,Group2,0.2801,1269.0,608.0,661.0,10044.01651500666,73303.74258169,73293.698285026,73293.698565175,19,27135.0,56431.0,3.3123779296875,28200.199900005828,10044.542578005348
exp1,3,3,Group1,0.1801,4866.0,2544.0,2322.0,19591.160259005846,73313.674315091,73294.082974693,73294.083154832,19,27135.0,56431.0,3.3123779296875,28200.199900005828,19976.27597900282
exp1,3,23,Group2,0.2273,1269.0,608.0,661.0,10044.01651500666,73303.74258169,73293.698337921,73293.698565175,19,27135.0,56431.0,3.3123779296875,28200.199900005828,10044.542578005348
exp1,3,5,Group1,0.1871,4543.0,2352.0,2191.0,10044.01651500666,73303.74258169,73293.698378084,73293.698565175,19,27135.0,56431.0,3.3123779296875,28200.199900005828,10044.542578005348
exp1,3,25,Group2,0.0192,1269.0,608.0,661.0,646.8679199897451,73294.082814717,73293.435927645,73293.435946797,19,27135.0,56431.0,3.3123779296875,28200.199900005828,384.7756049945019
exp1,3,19,Group2,0.1374,1268.0,608.0,660.0,19591.160259005846,73313.674315091,73294.08301748,73294.083154832,19,27135.0,56431.0,3.3123779296875,28200.199900005828,19976.27597900282
exp1,3,1,Group1,0.1357,4867.0,2720.0,2147.0,19975.749916004133,73313.674315091,73293.698429458,73293.698565175,19,27135.0,56431.0,3.3123779296875,28200.199900005828,19976.27597900282
exp1,3,7,Group1,0.156,4554.0,2240.0,2314.0,19591.160259005846,73313.674315091,73294.082998797,73294.083154832,19,27135.0,56431.0,3.3123779296875,28200.199900005828,19976.27597900282
exp1,3,10,Group1,0.1189,4554.0,2240.0,2314.0,27815.084180008853,73321.898239012,73294.083035972,73294.083154832,19,27135.0,56431.0,3.3123779296875,28200.199900005828,28200.199900005828
exp1,3,8,Group1,0.2049,4554.0,2240.0,2314.0,10044.01651500666,73303.74258169,73293.698360324,73293.698565175,19,27135.0,56431.0,3.3123779296875,28200.199900005828,10044.542578005348
exp1,4,20,Group2,0.2361,2004.0,1264.0,740.0,18155.8684160118,73644.122791197,73625.966686663,73625.966922781,21,27810.0,88786.0,3.394775390625,40039.98722300457,24301.77449900657
exp1,4,22,Group2,0.1055,2005.0,1264.0,741.0,6145.014487003209,73625.966344396,73619.821224364,73619.821329909,21,27810.0,88786.0,3.394775390625,40039.98722300457,6145.327698002802
exp1,4,29,Group2,0.0509,2169.0,1568.0,601.0,6145.014487003209,73625.966344396,73619.821279019,73619.821329909,21,27810.0,88786.0,3.394775390625,40039.98722300457,6145.327698002802
exp1,4,30,Group2,0.1488,2169.0,1568.0,601.0,6145.014487003209,73625.966344396,73619.821181093,73619.821329909,21,27810.0,88786.0,3.394775390625,40039.98722300457,6145.327698002802
exp1,4,18,Group2,0.016,2005.0,1264.0,741.0,6145.014487003209,73625.966344396,73619.821313865,73619.821329909,21,27810.0,88786.0,3.394775390625,40039.98722300457,6145.327698002802
exp1,4,27,Group2,0.2024,2860.0,2256.0,604.0,33894.0811400098,73659.861003921,73625.966720346,73625.966922781,21,27810.0,88786.0,3.394775390625,40039.98722300457,40039.98722300457
exp1,4,4,Group1,0.3832,6925.0,4864.0,2061.0,18155.8684160118,73644.122791197,73625.966539548,73625.966922781,21,27810.0,88786.0,3.394775390625,40039.98722300457,24301.77449900657
exp1,4,19,Group2,0.2194,2002.0,1264.0,738.0,18155.8684160118,73644.122791197,73625.966703423,73625.966922781,21,27810.0,88786.0,3.394775390625,40039.98722300457,24301.77449900657
exp1,4,1,Group1,0.0682,6951.0,4864.0,2087.0,6145.014487003209,73625.966344396,73619.821261694,73619.821329909,21,27810.0,88786.0,3.394775390625,40039.98722300457,6145.327698002802
exp1,4,26,Group2,0.1244,2004.0,1264.0,740.0,6145.014487003209,73625.966344396,73619.821205489,73619.821329909,21,27810.0,88786.0,3.394775390625,40039.98722300457,6145.327698002802
exp1,4,6,Group1,0.3039,7181.0,5088.0,2093.0,18155.8684160118,73644.122791197,73625.966618853,73625.966922781,21,27810.0,88786.0,3.394775390625,40039.98722300457,24301.77449900657
exp1,4,5,Group1,0.2871,6951.0,4544.0,2407.0,18155.8684160118,73644.122791197,73625.966635672,73625.966922781,21,27810.0,88786.0,3.394775390625,40039.98722300457,24301.77449900657
exp1,4,16,Group1,0.033,6611.0,4336.0,2275.0,6145.014487003209,73625.966344396,73619.821296893,73619.821329909,21,27810.0,88786.0,3.394775390625,40039.98722300457,6145.327698002802
exp1,4,2,Group1,0.2704,7274.0,5024.0,2250.0,18155.8684160118,73644.122791197,73625.966652344,73625.966922781,21,27810.0,88786.0,3.394775390625,40039.98722300457,24301.77449900657
exp1,4,17,Group2,0.3399,2004.0,1264.0,740.0,18155.8684160118,73644.122791197,73625.966582902,73625.966922781,21,27810.0,88786.0,3.394775390625,40039.98722300457,24301.77449900657
exp1,4,31,Group2,0.0867,2171.0,1568.0,603.0,6145.014487003209,73625.966344396,73619.821243251,73619.821329909,21,27810.0,88786.0,3.394775390625,40039.98722300457,6145.327698002802
exp1,4,15,Group1,0.3215,6840.0,4544.0,2296.0,18155.8684160118,73644.122791197,73625.966601318,73625.966922781,21,27810.0,88786.0,3.394775390625,40039.98722300457,24301.77449900657
exp1,4,9,Group1,0.0078,6840.0,4544.0,2296.0,8537.046829995234,73628.400503421,73619.863448783,73619.863456591,21,27810.0,88786.0,3.394775390625,40039.98722300457,8579.486722999718
exp1,4,28,Group2,0.2531,2725.0,2192.0,533.0,18155.8684160118,73644.122791197,73625.966669635,73625.966922781,21,27810.0,88786.0,3.394775390625,40039.98722300457,24301.77449900657
exp1,4,3,Group1,0.3592,6926.0,4864.0,2062.0,18155.8684160118,73644.122791197,73625.966563606,73625.966922781,21,27810.0,88786.0,3.394775390625,40039.98722300457,24301.77449900657
exp1,4,32,Group2,0.0492,2169.0,1568.0,601.0,388.06630999897607,73619.821016698,73619.432901162,73619.432950388,21,27810.0,88786.0,3.394775390625,40039.98722300457,0.0
exp1,5,2,Group1,0.0287,9351.0,7264.0,2087.0,25782.201181005803,74047.451996965,74021.669767038,74021.669795784,31,42583.0,180199.0,5.1981201171875,54339.82482299325,25855.206006992375
exp1,5,10,Group1,0.1393,8974.0,6832.0,2142.0,31581.59274799982,74069.752401071,74038.170669008,74038.170808323,31,42583.0,180199.0,5.1981201171875,54339.82482299325,48155.61011299724
exp1,5,20,Group2,0.2619,2710.0,2000.0,710.0,16573.10175499879,74038.170347961,74021.596984296,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,30,Group2,0.0619,2746.0,2160.0,586.0,431.2187950126827,74021.596790958,74021.165510225,74021.165572163,31,42583.0,180199.0,5.1981201171875,54339.82482299325,0.0
exp1,5,31,Group2,0.2039,2746.0,2160.0,586.0,31581.59274799982,74069.752401071,74038.170604466,74038.170808323,31,42583.0,180199.0,5.1981201171875,54339.82482299325,48155.61011299724
exp1,5,28,Group2,0.0848,3280.0,2720.0,560.0,16573.10175499879,74038.170347961,74021.597161424,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,27,Group2,0.19,3392.0,2848.0,544.0,16573.10175499879,74038.170347961,74021.597056182,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,32,Group2,0.0135,2746.0,2160.0,586.0,25782.201181005803,74047.451996965,74021.669782279,74021.669795784,31,42583.0,180199.0,5.1981201171875,54339.82482299325,25855.206006992375
exp1,5,17,Group2,0.0679,2710.0,2000.0,710.0,16573.10175499879,74038.170347961,74021.597178303,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,26,Group2,0.1018,2710.0,2000.0,710.0,16573.10175499879,74038.170347961,74021.597144421,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,25,Group2,0.0333,2710.0,2000.0,710.0,16573.10175499879,74038.170347961,74021.597212946,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,18,Group2,0.1028,2710.0,2000.0,710.0,31581.59274799982,74069.752401071,74038.170705487,74038.170808323,31,42583.0,180199.0,5.1981201171875,54339.82482299325,48155.61011299724
exp1,5,3,Group1,0.0851,8994.0,6912.0,2082.0,31581.59274799982,74069.752401071,74038.17072323,74038.170808323,31,42583.0,180199.0,5.1981201171875,54339.82482299325,48155.61011299724
exp1,5,22,Group2,0.1728,2711.0,2000.0,711.0,16573.10175499879,74038.170347961,74021.597073398,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,19,Group2,0.1192,2707.0,2000.0,707.0,16573.10175499879,74038.170347961,74021.59712696,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,7,Group1,0.1558,8975.0,6832.0,2143.0,16573.10175499879,74038.170347961,74021.597090357,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,24,Group2,0.1387,2710.0,2000.0,710.0,16573.10175499879,74038.170347961,74021.597107461,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,5,Group1,0.1206,9174.0,6944.0,2230.0,31581.59274799982,74069.752401071,74038.170687715,74038.170808323,31,42583.0,180199.0,5.1981201171875,54339.82482299325,48155.61011299724
exp1,5,9,Group1,0.1581,8973.0,6832.0,2141.0,31581.59274799982,74069.752401071,74038.17065024,74038.170808323,31,42583.0,180199.0,5.1981201171875,54339.82482299325,48155.61011299724
exp1,5,21,Group2,0.2428,2710.0,2000.0,710.0,16573.10175499879,74038.170347961,74021.597003405,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,6,Group1,0.2075,9240.0,7168.0,2072.0,16573.10175499879,74038.170347961,74021.597038748,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,12,Group1,0.0163,8974.0,6832.0,2142.0,25854.750758997397,74047.451996965,74021.597229922,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,25855.206006992375
exp1,5,29,Group2,0.0202,2746.0,2160.0,586.0,25782.201181005803,74047.451996965,74021.669775543,74021.669795784,31,42583.0,180199.0,5.1981201171875,54339.82482299325,25855.206006992375
exp1,5,23,Group2,0.0504,2710.0,2000.0,710.0,16573.10175499879,74038.170347961,74021.597195811,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,1,Group1,0.1781,9047.0,6944.0,2103.0,31581.59274799982,74069.752401071,74038.170630261,74038.170808323,31,42583.0,180199.0,5.1981201171875,54339.82482299325,48155.61011299724
exp1,5,13,Group1,0.2248,8975.0,6832.0,2143.0,16573.10175499879,74038.170347961,74021.597021427,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,16,Group1,0.0339,8853.0,6608.0,2245.0,37765.807457995834,74075.936615781,74038.17077446,74038.170808323,31,42583.0,180199.0,5.1981201171875,54339.82482299325,54339.82482299325
exp1,5,15,Group1,0.0508,8974.0,6832.0,2142.0,31581.59274799982,74069.752401071,74038.170757565,74038.170808323,31,42583.0,180199.0,5.1981201171875,54339.82482299325,48155.61011299724
exp1,5,8,Group1,0.007,8975.0,6832.0,2143.0,25782.201181005803,74047.451996965,74021.669788749,74021.669795784,31,42583.0,180199.0,5.1981201171875,54339.82482299325,25855.206006992375
exp1,5,4,Group1,0.2867,8992.0,6912.0,2080.0,16573.10175499879,74038.170347961,74021.59695947,74021.597246206,31,42583.0,180199.0,5.1981201171875,54339.82482299325,16573.557002993766
exp1,5,11,Group1,0.0678,8974.0,6832.0,2142.0,31581.59274799982,74069.752401071,74038.170740518,74038.170808323,31,42583.0,180199.0,5.1981201171875,54339.82482299325,48155.61011299724
exp1,6,20,Group2,0.5458,3389.0,2704.0,685.0,25895.382476999657,74524.334786428,74498.438858162,74498.439403951,25,35026.0,180034.0,4.275634765625,67879.39348300279,25896.09717798885
exp1,6,31,Group2,58.5424,3402.0,2736.0,666.0,48991.942451000796,74547.489672268,74498.439187464,74498.497729817,25,35026.0,180034.0,4.275634765625,67879.39348300279,49050.98301799444
exp1,6,29,Group2,58.5753,3403.0,2736.0,667.0,48991.942451000796,74547.489672268,74498.439154473,74498.497729817,25,35026.0,180034.0,4.275634765625,67879.39348300279,49050.98301799444
exp1,6,17,Group2,0.3606,3389.0,2704.0,685.0,49050.26831700525,74547.489672268,74498.439043345,74498.439403951,25,35026.0,180034.0,4.275634765625,67879.39348300279,49050.98301799444
exp1,6,19,Group2,58.6687,3386.0,2704.0,682.0,48991.942451000796,74547.489672268,74498.439061075,74498.497729817,25,35026.0,180034.0,4.275634765625,67879.39348300279,49050.98301799444
exp1,6,27,Group2,58.6265,3972.0,3392.0,580.0,48991.942451000796,74547.489672268,74498.439103339,74498.497729817,25,35026.0,180034.0,4.275634765625,67879.39348300279,49050.98301799444
exp1,6,18,Group2,58.6511,3389.0,2704.0,685.0,48991.942451000796,74547.489672268,74498.439078763,74498.497729817,25,35026.0,180034.0,4.275634765625,67879.39348300279,49050.98301799444
exp1,6,4,Group1,0.467,11309.0,8992.0,2317.0,25895.382476999657,74524.334786428,74498.438936944,74498.439403951,25,35026.0,180034.0,4.275634765625,67879.39348300279,25896.09717798885
exp1,6,13,Group1,58.458,11169.0,8960.0,2209.0,67820.35291600914,74566.318082733,74498.439271786,74498.497729817,25,35026.0,180034.0,4.275634765625,67879.39348300279,67879.39348300279
exp1,6,11,Group1,0.4151,11168.0,8960.0,2208.0,25895.382476999657,74524.334786428,74498.438988805,74498.439403951,25,35026.0,180034.0,4.275634765625,67879.39348300279,25896.09717798885
exp1,6,2,Group1,58.5923,11475.0,9344.0,2131.0,48991.942451000796,74547.489672268,74498.43913753,74498.497729817,25,35026.0,180034.0,4.275634765625,67879.39348300279,49050.98301799444
exp1,6,1,Group1,0.4323,11197.0,9040.0,2157.0,25895.382476999657,74524.334786428,74498.438971603,74498.439403951,25,35026.0,180034.0,4.275634765625,67879.39348300279,25896.09717798885
exp1,6,10,Group1,0.0287,11168.0,8960.0,2208.0,4012.0040830079233,74498.43868925,74494.426656489,74494.426685167,25,35026.0,180034.0,4.275634765625,67879.39348300279,0.0
exp1,6,26,Group2,58.4912,3389.0,2704.0,685.0,48991.942451000796,74547.489672268,74498.439238663,74498.497729817,25,35026.0,180034.0,4.275634765625,67879.39348300279,49050.98301799444
exp1,6,15,Group1,58.5078,11168.0,8960.0,2208.0,48991.942451000796,74547.489672268,74498.439221992,74498.497729817,25,35026.0,180034.0,4.275634765625,67879.39348300279,49050.98301799444
exp1,6,5,Group1,0.5033,11440.0,9168.0,2272.0,25895.382476999657,74524.334786428,74498.438900617,74498.439403951,25,35026.0,180034.0,4.275634765625,67879.39348300279,25896.09717798885
exp1,6,6,Group1,0.5222,11346.0,9232.0,2114.0,25895.382476999657,74524.334786428,74498.438881753,74498.439403951,25,35026.0,180034.0,4.275634765625,67879.39348300279,25896.09717798885
exp1,6,14,Group1,58.5258,11169.0,8960.0,2209.0,48991.942451000796,74547.489672268,74498.43920398,74498.497729817,25,35026.0,180034.0,4.275634765625,67879.39348300279,49050.98301799444
exp1,6,12,Group1,58.6095,11168.0,8960.0,2208.0,48991.942451000796,74547.489672268,74498.43912027,74498.497729817,25,35026.0,180034.0,4.275634765625,67879.39348300279,49050.98301799444
exp1,6,7,Group1,0.378,11169.0,8960.0,2209.0,25895.382476999657,74524.334786428,74498.439025905,74498.439403951,25,35026.0,180034.0,4.275634765625,67879.39348300279,25896.09717798885
exp1,6,28,Group2,0.4845,3799.0,3280.0,519.0,25895.382476999657,74524.334786428,74498.438919443,74498.439403951,25,35026.0,180034.0,4.275634765625,67879.39348300279,25896.09717798885
exp1,6,30,Group2,0.3975,3402.0,2736.0,666.0,25895.382476999657,74524.334786428,74498.439006449,74498.439403951,25,35026.0,180034.0,4.275634765625,67879.39348300279,25896.09717798885
exp1,6,23,Group2,58.4745,3389.0,2704.0,685.0,48991.942451000796,74547.489672268,74498.43925535,74498.497729817,25,35026.0,180034.0,4.275634765625,67879.39348300279,49050.98301799444
exp1,6,22,Group2,0.4497,3390.0,2704.0,686.0,25895.382476999657,74524.334786428,74498.438954231,74498.439403951,25,35026.0,180034.0,4.275634765625,67879.39348300279,25896.09717798885
exp1,6,25,Group2,58.559,3389.0,2704.0,685.0,48991.942451000796,74547.489672268,74498.439170841,74498.497729817,25,35026.0,180034.0,4.275634765625,67879.39348300279,49050.98301799444
exp1,7,21,Group2,92.3814,4016.0,3376.0,640.0,47708.88087700587,75098.233037617,75050.431775341,75050.52415674,16,35789.0,159069.0,4.3687744140625,63670.91749300016,47801.85588799941
